iter	MultiClass
647	0.007796317207
648	0.007785112535
649	0.007767833674
650	0.00774634416
651	0.007731351762
652	0.007715603626
653	0.007702392844
654	0.007684674645
655	0.007670269001
656	0.007655525784
657	0.007644050876
658	0.007632402573
659	0.007619970079
660	0.007606356099
661	0.007586234601
662	0.00757358086
663	0.007555756719
664	0.007539566983
665	0.007525874986
666	0.007510353479
667	0.007499492608
668	0.007484780184
669	0.007472711679
670	0.007451582432
671	0.007441362671
672	0.007429435145
673	0.007419172991
674	0.007409301848
675	0.007398762347
676	0.007386492182
677	0.00737752133
678	0.007358084912
679	0.007338155292
680	0.00732569364
681	0.007312609547
682	0.007302124985
683	0.007285410542
684	0.007278105397
685	0.007267846022
686	0.007256253579
687	0.007240323964
688	0.007230478838
689	0.007218921385
690	0.007210395778
691	0.007196495816
692	0.00718652699
693	0.007175651091
694	0.007159561088
695	0.007141664701
696	0.007129467252
697	0.007119488121
698	0.007106324455
699	0.0070899278
700	0.007079174812
701	0.007069706803
702	0.007052580789
703	0.007036484081
704	0.007025538382
705	0.007016000521
706	0.007004344058
707	0.006994252029
708	0.006979119834
709	0.006966104854
710	0.006957712521
711	0.006951465164
712	0.006940144008
713	0.006924796265
714	0.006915195254
715	0.006904068341
716	0.006897326264
717	0.006882924338
718	0.006874690961
719	0.00686523638
720	0.006855857701
721	0.006841083251
722	0.006831003634
723	0.006816324177
724	0.006800105637
725	0.006788136195
726	0.006775182536
727	0.006767905454
728	0.006758045475
729	0.00674953185
730	0.006733449698
731	0.006719018549
732	0.006705969226
733	0.006691257198
734	0.00668238794
735	0.006669264445
736	0.006657185025
737	0.006648625992
738	0.006638192903
739	0.00663026145
740	0.006619267695
741	0.00660885646
742	0.006601758255
743	0.006592078287
744	0.006579088655
745	0.006567435732
746	0.006559197813
747	0.006551166201
748	0.006543783224
749	0.006537955361
750	0.006528331809
751	0.006516125988
752	0.00650972325
753	0.006499828005
754	0.00649160829
755	0.00648183415
756	0.006469001553
757	0.006454982859
758	0.006447863025
759	0.006435725351
760	0.006423848701
761	0.006413109155
762	0.006402192753
763	0.006392807452
764	0.0063805085
765	0.006370387498
766	0.006362932072
767	0.006350795149
768	0.006338926618
769	0.006328877653
770	0.006319849356
771	0.006311598342
772	0.006303209976
773	0.006296841734
774	0.006284918907
775	0.006278775479
776	0.006266147189
777	0.006259640205
778	0.006248011451
779	0.006238599291
780	0.006230735547
781	0.006218173677
782	0.006212268382
783	0.006202650807
784	0.006194184233
785	0.006185815932
786	0.006178860879
787	0.00616982258
788	0.006162314837
789	0.00615429048
790	0.006148147283
791	0.006139674178
792	0.006132180961
793	0.006124040112
794	0.006116531198
795	0.006108067848
796	0.006101475296
797	0.006093348908
798	0.006088001492
799	0.006075874759
800	0.006067085734
801	0.00606157625
802	0.006050806705
803	0.006043552788
804	0.00603813779
805	0.006032146396
806	0.006025002108
807	0.006012434346
808	0.006005021194
809	0.005991950197
810	0.005981762843
811	0.005972149682
812	0.005962629762
813	0.005954736101
814	0.005948761989
815	0.005943700045
816	0.005935764027
817	0.005928956904
818	0.005923018795
819	0.005914970495
820	0.005905018944
821	0.005892495114
822	0.005883412319
823	0.005877576023
824	0.005869105664
825	0.005864378737
826	0.005858074869
827	0.005850675554
828	0.005842802415
829	0.005835303088
830	0.005831132568
831	0.005821563366
832	0.005811525898
833	0.00580242311
834	0.005792738483
835	0.005785759591
836	0.005776255891
837	0.005771167028
838	0.005760222958
839	0.005752025524
840	0.005745404531
841	0.005741553276
842	0.005735083495
843	0.005726215291
844	0.005721138326
845	0.005715406513
846	0.005710563368
847	0.005703765236
848	0.005694316908
849	0.005684083475
850	0.005674518115
851	0.005667210745
852	0.005660220262
853	0.005652248489
854	0.005643916297
855	0.005635230262
856	0.005629993939
857	0.005622101042
858	0.005614559483
859	0.005607070204
860	0.005601009387
861	0.005590862349
862	0.005583355103
863	0.005574161053
864	0.005567492239
865	0.005557211493
866	0.005548582069
867	0.005543130219
868	0.005538393245
869	0.005529350153
870	0.005523482223
871	0.00551498178
872	0.005510589723
873	0.005505233511
874	0.005497061221
875	0.005490803996
876	0.005483351234
877	0.005477107694
878	0.005471779117
879	0.005466033713
880	0.005460092935
881	0.005452671588
882	0.00544575268
883	0.005439989759
884	0.00543398383
885	0.005429024195
886	0.005423737157
887	0.005415942209
888	0.005409617799
889	0.005401136008
890	0.005392852877
891	0.005388690675
892	0.00538370882
893	0.005375761988
894	0.005367641246
895	0.005359000119
896	0.005350484076
897	0.005345265611
898	0.005338308186
899	0.005333626356
900	0.005330104021
901	0.005323779948
902	0.005317031718
903	0.005311974331
904	0.005306780301
905	0.005302685827
906	0.005296340719
907	0.005293153264
908	0.005286351631
909	0.005278416966
910	0.005272368089
911	0.005263565256
912	0.005259197816
913	0.005253309164
914	0.005247590402
915	0.005238149937
916	0.005233589034
917	0.005225184953
918	0.005219603678
919	0.005214428742
920	0.005205162625
921	0.005195969631
922	0.005188474773
923	0.005183102479
924	0.005179245018
925	0.005172592168
926	0.005165172056
927	0.005160926459
928	0.005154853795
929	0.005149214822
930	0.005145266798
931	0.005139575332
932	0.005130355224
933	0.005125635012
934	0.005120007961
935	0.005114473808
936	0.005106989749
937	0.005101725327
938	0.005097160678
939	0.005090684189
940	0.005082794576
941	0.005077386669
942	0.005071378952
943	0.005064395419
944	0.005059238834
945	0.00505393617
946	0.005043666358
947	0.005036845912
948	0.005031155646
949	0.005025816578
950	0.005018617244
951	0.00501184582
952	0.005007802221
953	0.005002772497
954	0.004997937521
955	0.004991217978
956	0.00498587138
957	0.004976345691
958	0.004971245319
959	0.004965908281
960	0.00496139052
961	0.004955426415
962	0.004948768197
963	0.004941433179
964	0.004933780438
965	0.004930697233
966	0.004925728986
967	0.004921353844
968	0.004915476898
969	0.004910767304
970	0.004905368216
971	0.004900198293
972	0.004892516406
973	0.004885303853
974	0.004881058561
975	0.004875375074
976	0.004870718659
977	0.004865656136
978	0.004860706933
979	0.004856189457
980	0.004848840242
981	0.004842442079
982	0.004836675232
983	0.004829570641
984	0.004825569507
985	0.004818644582
986	0.00481375571
987	0.004807722305
988	0.004799771397
989	0.004796773451
990	0.004792111591
991	0.004787848115
992	0.004781972579
993	0.004777952884
994	0.004770878391
995	0.004766399078
996	0.004763050481
997	0.004755989853
998	0.004746633498
999	0.004739763848
