iter	MultiClass
0	0.9998873134
1	0.9260045029
2	0.8601278104
3	0.7961400639
4	0.7461750568
5	0.6974404568
6	0.6535731129
7	0.6192764294
8	0.5869512736
9	0.5552718688
10	0.5252260464
11	0.4985979672
12	0.4776751843
13	0.4556011894
14	0.4339220013
15	0.412305458
16	0.3964691567
17	0.3795853136
18	0.3653798567
19	0.3516108935
20	0.3403997574
21	0.324134342
22	0.3115301511
23	0.3011293545
24	0.2920305615
25	0.2823480307
26	0.2727188663
27	0.2637149978
28	0.2553767295
29	0.2480831228
30	0.2399948619
31	0.2321890193
32	0.2256890254
33	0.2210138965
34	0.2157315619
35	0.2091444514
36	0.203828975
37	0.1982983197
38	0.195030832
39	0.1905553248
40	0.1853370077
41	0.1812212704
42	0.1770508917
43	0.1740635184
44	0.1703686988
45	0.1684301694
46	0.164477978
47	0.162633698
48	0.1598883677
49	0.157234273
50	0.1545568057
51	0.1505252165
52	0.1475251181
53	0.1438557836
54	0.1421714336
55	0.1391543004
56	0.1370436695
57	0.1344082251
58	0.1325618328
59	0.1308075686
60	0.1287257255
61	0.1257549101
62	0.1238672089
63	0.1222291154
64	0.120136611
65	0.11841101
66	0.1168332379
67	0.114957873
68	0.113756597
69	0.1118119819
70	0.110204675
71	0.1089972244
72	0.1080261875
73	0.1061789006
74	0.1045777703
75	0.10309582
76	0.1011995504
77	0.09966221847
78	0.09814852936
79	0.09629471331
80	0.09474674263
81	0.09339189074
82	0.0925145971
83	0.09178935029
84	0.09072760136
85	0.08945047864
86	0.08836234259
87	0.08731263195
88	0.08586689402
89	0.08463539809
90	0.08369737349
91	0.08221591762
92	0.08104508667
93	0.07996341857
94	0.07914503409
95	0.07824727757
96	0.07723572216
97	0.07676920149
98	0.07532034107
99	0.07416153725
100	0.07346347776
101	0.07259175201
102	0.07190889863
103	0.07132755179
104	0.07031523563
105	0.06937458747
106	0.06889031549
107	0.06817422224
108	0.06718748187
109	0.06652411984
110	0.0656668704
111	0.06519958263
112	0.06456632525
113	0.06390322441
114	0.06323323825
115	0.06269975366
116	0.0620086533
117	0.06130701481
118	0.06085612209
119	0.06047196969
120	0.05982002617
121	0.05924849913
122	0.05856217704
123	0.0581855879
124	0.05768409646
125	0.05716071893
126	0.05666662785
127	0.05614225096
128	0.05539874757
129	0.05466534954
130	0.05414350524
131	0.05377147882
132	0.05329174516
133	0.05296057299
134	0.05239572172
135	0.05187529694
136	0.05137158296
137	0.0508756199
138	0.05042304841
139	0.04983656094
140	0.04940260375
141	0.04887865091
142	0.04860055781
143	0.04816609354
144	0.04770067645
145	0.04738420634
146	0.0469835297
147	0.04671175741
148	0.04635979576
149	0.04593927445
150	0.0456440276
151	0.04531592338
152	0.04492769786
153	0.04453879093
154	0.04406565582
155	0.04361621779
156	0.04320744117
157	0.04294842578
158	0.04278119222
159	0.04227128373
160	0.04188307519
161	0.04143444756
162	0.04122553314
163	0.04088314632
164	0.04052235402
165	0.04021705691
166	0.03981785722
167	0.03956071343
168	0.03932168465
169	0.03903630992
170	0.03881850343
171	0.0385809908
172	0.03830438897
173	0.03804616306
174	0.03784664186
175	0.03760456438
176	0.03731900099
177	0.03703302407
178	0.03677083879
179	0.03650455776
180	0.03622326223
181	0.03594032802
182	0.03565673704
183	0.03550143913
184	0.03521752589
185	0.03490561871
186	0.0346168064
187	0.03451970189
188	0.03429801575
189	0.03400602248
190	0.03380083163
191	0.03351166395
192	0.03333888645
193	0.03313872424
194	0.03299870603
195	0.03275508849
196	0.0326059044
197	0.03236704135
198	0.03210990431
199	0.03190369441
200	0.03180169095
201	0.03165107922
202	0.03143311616
203	0.03129281539
204	0.0311184342
205	0.03087551434
206	0.03063018236
207	0.0305084705
208	0.03031249736
209	0.03021171846
210	0.03005309464
211	0.02983123089
212	0.02960975001
213	0.02946540424
214	0.02926070165
215	0.02908056294
216	0.02892606917
217	0.02879631919
218	0.02866781238
219	0.02856048057
220	0.02845607978
221	0.02829438033
222	0.02813540157
223	0.0279393264
224	0.02776896262
225	0.02764938482
226	0.02751236943
227	0.02734869864
228	0.02723761205
229	0.02702501777
230	0.02687882041
231	0.02674171355
232	0.02656480805
233	0.0264343832
234	0.02629352603
235	0.02616854336
236	0.0259994706
237	0.02582221701
238	0.02567801085
239	0.02554058752
240	0.0253616821
241	0.0251951618
242	0.02502124329
243	0.02485643406
244	0.02471415933
245	0.02459596457
246	0.02451013072
247	0.02433673152
248	0.0242059425
249	0.02409910856
250	0.02394112751
251	0.02383455564
252	0.02370456938
253	0.02357297589
254	0.02346790815
255	0.023398176
256	0.02333041676
257	0.02323153822
258	0.02312264754
259	0.02305370425
260	0.02298508246
261	0.02288980758
262	0.02277341909
263	0.02264702369
264	0.02256471642
265	0.02247899909
266	0.02239451557
267	0.02227446557
268	0.02212708616
269	0.02201386646
270	0.02193596467
271	0.02185250702
272	0.02178081848
273	0.02169212728
274	0.0216131031
275	0.0214987171
276	0.0213969647
277	0.02133726587
278	0.02121613087
279	0.02113855128
280	0.02107200402
281	0.02096197954
282	0.02088550515
283	0.02080471055
284	0.02072760539
285	0.02066019571
286	0.02057716209
287	0.02051293895
288	0.02040769379
289	0.02032671005
290	0.02025096773
291	0.0202075163
292	0.02013792537
293	0.02006293638
294	0.01994351687
295	0.01988477997
296	0.01981142866
297	0.01975842487
298	0.01968499989
299	0.01962348974
300	0.0195539851
301	0.01945367499
302	0.01935551711
303	0.01927730369
304	0.01918224095
305	0.01908279634
306	0.01902706327
307	0.01897089898
308	0.0188606591
309	0.0187842327
310	0.0187448319
311	0.01867076782
312	0.01861707073
313	0.01856504426
314	0.01848064707
315	0.01841551447
316	0.01835925392
317	0.0183078929
318	0.01826369824
319	0.01817800331
320	0.01808922581
321	0.01803827229
322	0.01796857483
323	0.01787370668
324	0.01780974104
325	0.01775704494
326	0.01765336209
327	0.01761467796
328	0.01754469815
329	0.01749528449
330	0.01744364642
331	0.01738593545
332	0.01730955619
333	0.01722783168
334	0.01717642051
335	0.01710817679
336	0.01706319055
337	0.01700287869
338	0.01694720186
339	0.01688355378
340	0.01680113092
341	0.01674006585
342	0.01667912978
343	0.01662070806
344	0.0165595957
345	0.01649786086
346	0.01643194277
347	0.01636430788
348	0.01629987753
349	0.01623829639
350	0.01618242771
351	0.01612838037
352	0.01608194674
353	0.01602114303
354	0.01595169457
355	0.01588015302
356	0.01583241383
357	0.01577070728
358	0.01570615068
359	0.01566622512
360	0.01562040596
361	0.01556481711
362	0.01552831038
363	0.01549008755
364	0.01542695683
365	0.01536667664
366	0.01531337958
367	0.01524552152
368	0.01519008114
369	0.015139268
370	0.01509697875
371	0.01504746975
372	0.01500608838
373	0.01496093115
374	0.0149225276
375	0.01487570916
376	0.01483534693
377	0.01478570973
378	0.01472205164
379	0.01467662323
380	0.01462939057
381	0.01458367174
382	0.01453801946
383	0.01449762771
384	0.01446434688
385	0.01443225456
386	0.01440432356
387	0.01436132291
388	0.01432288157
389	0.01429481532
390	0.0142452821
391	0.01421039687
392	0.01415530689
393	0.01413073346
394	0.01409768198
395	0.01405284229
396	0.01402884089
397	0.01399898375
398	0.01393694514
399	0.01389311979
400	0.01385320136
401	0.01382962688
402	0.01376968291
403	0.01373638605
404	0.01369948622
405	0.01365600022
406	0.01362615348
407	0.01358501596
408	0.01354382316
409	0.01351137629
410	0.01347062647
411	0.01343600463
412	0.01338325078
413	0.01333995732
414	0.01328955603
415	0.01324741875
416	0.01320432286
417	0.01318090011
418	0.01313011334
419	0.01308805677
420	0.01306267787
421	0.01302567902
422	0.01299325768
423	0.01294609368
424	0.01289335776
425	0.01283968418
426	0.0128007336
427	0.01276390552
428	0.01271965892
429	0.01267978504
430	0.01264926676
431	0.01261921206
432	0.0125849536
433	0.01253413794
434	0.01249047842
435	0.01246155911
436	0.01243660669
437	0.01239841384
438	0.01236860178
439	0.01233535712
440	0.01229850017
441	0.01226803385
442	0.01223665854
443	0.01221085491
444	0.01218469436
445	0.01216079255
446	0.01212813845
447	0.01210958709
448	0.01209542773
449	0.01205735136
450	0.01201957912
451	0.01200069613
452	0.01196331658
453	0.01193035318
454	0.0118772804
455	0.01183500989
456	0.01181402267
457	0.01178445063
458	0.01174808054
459	0.01170911694
460	0.01167789568
461	0.01165532115
462	0.0116270362
463	0.01159028907
464	0.01155141299
465	0.01151294396
466	0.01148196865
467	0.01143724384
468	0.01141012625
469	0.01138881303
470	0.01136393662
471	0.01133670498
472	0.01130389193
473	0.01127012696
474	0.0112449304
475	0.01120817757
476	0.01118398012
477	0.01116511919
478	0.01113806892
479	0.01110899896
480	0.01106740771
481	0.01104232651
482	0.01101045794
483	0.01098778469
484	0.01096528067
485	0.01094724738
486	0.0109240776
487	0.01090468767
488	0.01088699049
489	0.01086310457
490	0.01083225277
491	0.01079390312
492	0.01075965039
493	0.01072515436
494	0.01069279048
495	0.01067139194
496	0.01064646954
497	0.01060547748
498	0.01058787001
499	0.01055972539
500	0.01053730033
501	0.01051607771
502	0.01049883243
503	0.01048459409
504	0.01046442728
505	0.01044239007
506	0.01042473131
507	0.01039857011
508	0.01037525602
509	0.01034707174
510	0.01032351316
511	0.0102981373
512	0.01027714522
513	0.01025289186
514	0.01023228812
515	0.01021548455
516	0.01019672642
517	0.0101813114
518	0.01015455176
519	0.01012885185
520	0.01010352865
521	0.01008432409
522	0.01007068556
523	0.0100475769
524	0.01002442505
525	0.01000443034
526	0.009982797515
527	0.009957369244
528	0.009943616295
529	0.009909118243
530	0.009889147495
531	0.009870725105
532	0.009857005456
533	0.009840398892
534	0.009819216083
535	0.009798197045
536	0.009781365932
537	0.009764415967
538	0.009740319764
539	0.009713976662
540	0.00968826955
541	0.009667039301
542	0.009639901084
543	0.009613316895
544	0.009593131278
545	0.009573204592
546	0.009553270803
547	0.009534412963
548	0.009510614128
549	0.009486733403
550	0.009466113935
551	0.009447071633
552	0.009422514305
553	0.00940380688
554	0.009383612985
555	0.009364954785
556	0.009337871858
557	0.009322385482
558	0.009292556409
559	0.009269595699
560	0.009242778664
561	0.0092211798
562	0.009203927043
563	0.009188824951
564	0.009169187176
565	0.009149007181
566	0.009130184391
567	0.009114031168
568	0.009096984845
569	0.009072499962
570	0.009053548734
571	0.009034020806
572	0.009017082904
573	0.009000531289
574	0.008987059286
575	0.008970376568
576	0.008956082597
577	0.008937678694
578	0.008917091582
579	0.008901738626
580	0.008880652478
581	0.008858888071
582	0.008844554304
583	0.008826159096
584	0.008811997459
585	0.008796750205
586	0.008783452175
587	0.008760945046
588	0.008744564215
589	0.008726898255
590	0.008710395284
591	0.008686190478
592	0.008668512273
593	0.00865184099
594	0.008638013618
595	0.008623164694
596	0.008610821963
597	0.008587437107
598	0.00857389847
599	0.008557064315
600	0.008542908423
601	0.008531264892
602	0.0085138222
603	0.008501266301
604	0.008485324158
605	0.008464577936
606	0.008454501135
607	0.008442077089
608	0.008425547682
609	0.008408323676
610	0.008390413929
611	0.008374282206
612	0.008357031321
613	0.00834170393
614	0.008327626267
615	0.008305901755
616	0.008289199151
617	0.008270915425
618	0.008257260226
619	0.008249655382
620	0.008236117555
621	0.008212698722
622	0.008197562962
623	0.008173811832
624	0.008158362778
625	0.008144144822
626	0.008135376016
627	0.008118961251
628	0.008102212807
629	0.00808972447
630	0.008077951455
631	0.008064388183
632	0.008046763832
633	0.008026219733
634	0.008011576515
635	0.007988863619
636	0.007975174633
637	0.007958483842
638	0.007937383673
639	0.007926147986
640	0.007910329746
641	0.007899327603
642	0.007880236916
643	0.0078629811
644	0.007845381378
645	0.007823045945
646	0.007808038225
